id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,policy_code,loan_status
978770,12000,12000, 36 months,16.29,423.61,D,D1,5 years,3,81000,1,1.96,0,38473,2,24,,6,0,3767,44.3,14,0,0,1,2
884477,12000,12000, 36 months,8.9,381.04,A,A5,9 years,1,100000,2,15.56,0,34304,0,,,14,0,70286,76.5,38,0,0,1,2
978771,12000,12000, 60 months,15.27,287.19,C,C4,< 1 year,1,43200,3,16.44,1,35339,2,4,,6,0,6619,45.3,26,0,0,1,2
978763,6000,6000, 36 months,7.9,187.75,A,A4,8 years,3,35000,2,17.31,0,38200,0,,,4,0,6776,51.3,11,0,0,1,2
978177,16200,16200, 36 months,14.65,558.81,C,C3,8 years,1,86400,3,9.33,0,37773,1,54,,15,0,9787,27.7,22,0,0,1,2
978766,10000,10000, 36 months,14.27,343.09,C,C2,3 years,1,81000,3,2.49,0,37226,1,24,,7,0,5082,91.3,15,0,0,1,2
870064,6400,6400, 36 months,6.62,196.51,A,A2,10+ years,3,112000,3,2.12,0,35521,0,40,,6,0,587,2.2,26,0,0,1,2
978610,11000,11000, 36 months,9.91,354.48,B,B1,8 years,3,30000,1,13.2,1,36708,0,15,,8,0,11846,32.8,23,0,0,1,2
978602,17000,17000, 60 months,11.71,375.67,B,B3,10+ years,3,65000,2,16.3,0,37226,0,76,,12,0,12877,48,29,0,0,1,1
978606,5500,5500, 60 months,18.64,141.59,E,E1,10+ years,3,60000,1,16.6,0,32964,0,,,5,0,10453,72.6,7,0,0,1,2
978217,4800,4800, 36 months,7.51,149.34,A,A3,5 years,1,42500,1,20.75,0,37377,1,,,12,0,4394,20.1,24,0,0,1,2
977042,22000,22000, 36 months,7.9,688.39,A,A4,8 years,1,140000,3,14.68,0,35827,0,,,8,0,72823,61.9,19,0,0,1,2
978431,25000,25000, 60 months,21.67,685.8,F,F3,10+ years,1,66000,2,12.75,0,35704,0,,,10,0,17835,76.8,17,0,0,1,1
978584,2000,2000, 36 months,7.9,62.59,A,A4,3 years,1,40000,1,9.78,0,38108,1,,,13,0,4993,26.7,24,0,0,1,2
978582,2500,2500, 36 months,16.77,88.85,D,D2,2 years,3,42000,1,3.8,0,37165,1,70,,3,0,3467,47.5,8,0,0,1,1
978511,3000,3000, 36 months,14.27,102.93,C,C2,10+ years,1,80000,1,20.01,0,35886,1,,113,10,1,19478,85.1,22,0,0,1,1
978498,5200,5200, 60 months,17.27,129.99,D,D3,1 year,3,36000,2,19.4,0,36130,3,36,,11,0,5001,60.3,23,0,0,1,1
978485,22250,22250, 60 months,18.25,568.04,D,D5,10+ years,1,54150,3,18.19,0,36404,2,26,42,12,1,4483,30.9,24,0,0,1,2
978446,12000,12000, 60 months,19.91,317.33,E,E4,4 years,3,45000,2,23.31,0,39508,1,,,6,0,3636,27.5,10,0,0,1,2
978463,8000,8000, 36 months,6.03,243.49,A,A1,1 year,3,63900,2,5.2,0,37895,0,,,9,0,4514,16,12,0,0,1,2
978326,6500,6500, 60 months,11.71,143.64,B,B3,7 years,3,36000,1,1.75,0,36100,0,63,,7,0,8628,47.7,18,0,0,1,2
978315,8000,8000, 36 months,7.9,250.33,A,A4,10+ years,1,78000,3,5.29,0,35886,2,51,,11,0,11698,39.4,25,0,0,1,2
978434,21000,21000, 36 months,14.65,724.38,C,C3,5 years,2,82000,3,10.21,0,35551,2,25,,7,0,9974,66.9,15,0,0,1,2
978436,24000,24000, 36 months,13.49,814.34,C,C1,4 years,1,125000,3,21.48,0,35735,0,,,9,0,6506,65.1,34,0,0,1,2
978426,8000,8000, 36 months,6.62,245.63,A,A2,n/a,1,61200,2,15.73,0,31472,1,70,,9,0,37618,51.3,23,0,0,1,2
978280,2400,2400, 36 months,9.91,77.34,B,B1,10+ years,1,91000,1,10.95,1,32874,1,22,,17,0,27777,32,39,0,0,1,2
978254,12000,12000, 36 months,6.62,368.45,A,A2,4 years,3,63000,3,23.49,1,35886,0,14,,15,0,12588,19.2,37,0,0,1,2
977727,3600,3600, 36 months,7.51,112,A,A3,9 years,1,59000,3,21.82,0,36404,2,,,10,0,14602,36.6,27,0,0,1,2
976508,5600,5600, 36 months,6.62,171.95,A,A2,10+ years,1,101400,3,14.58,0,36100,1,,,11,0,3927,28.9,30,0,0,1,2
978391,8000,8000, 60 months,18.25,204.24,D,D5,< 1 year,3,85200,3,18.13,0,37196,1,41,,8,0,3198,32,36,0,0,1,2
974653,16000,16000, 60 months,15.96,388.75,C,C5,10+ years,3,39000,3,16.62,0,36342,2,,,8,0,18527,62,10,0,0,1,2
978090,6000,6000, 36 months,17.27,214.73,D,D3,7 years,1,120000,2,13.01,1,35674,1,17,,9,0,108024,96.2,30,0,0,1,2
975041,30000,30000, 60 months,14.27,702.26,C,C2,10+ years,3,68500,3,20.39,0,35612,0,,,8,0,20483,79.4,22,0,0,1,2
977507,12000,12000, 36 months,12.42,400.99,B,B4,< 1 year,1,35000,2,19.99,0,36495,1,,,16,0,16281,64.1,23,0,0,1,2
978372,6025,6025, 36 months,10.65,196.26,B,B2,6 years,3,48000,1,16.48,0,37561,0,,,11,0,18736,68.9,18,0,0,1,2
973448,12000,12000, 60 months,14.27,280.91,C,C2,10+ years,1,52000,1,4.36,0,37196,1,,,7,0,8664,46.1,12,0,0,1,2
978147,30000,30000, 60 months,11.71,662.95,B,B3,5 years,1,125000,3,10.67,0,35186,0,,,13,0,12313,32.4,30,0,0,1,2
978142,8000,8000, 36 months,14.65,275.96,C,C3,10+ years,3,50000,2,0.77,0,34547,1,69,,3,0,2964,26.9,7,0,0,1,2
977614,12000,12000, 60 months,19.42,314.07,E,E3,4 years,3,207000,2,16.5,0,33664,0,,,8,0,62909,74.4,22,0,0,1,2
717671,21000,21000, 36 months,12.42,701.73,B,B4,6 years,1,158000,3,12.16,0,33117,1,,,8,0,50863,82.4,37,0,0,1,2
977914,10000,10000, 36 months,7.51,311.11,A,A3,10+ years,1,82000,1,15.16,0,31291,2,,,11,0,15615,54.5,47,0,0,1,2
977900,6000,6000, 36 months,7.9,187.75,A,A4,2 years,3,54000,2,24.82,0,34516,0,33,,11,0,8102,56.7,24,0,0,1,2
977893,10000,10000, 36 months,12.69,335.45,B,B5,10+ years,3,88000,2,9.67,0,36100,3,57,,10,0,1148,8.2,40,0,0,1,2
977857,16000,16000, 36 months,6.03,486.97,A,A1,10+ years,3,130000,2,12.16,0,32112,0,,,21,0,5775,6.9,31,0,0,1,2
977859,28000,28000, 60 months,12.42,628.81,B,B4,4 years,1,130000,2,6.66,0,29707,4,,,11,0,14506,16.8,37,0,0,1,2
978016,10000,10000, 60 months,19.03,259.58,E,E2,9 years,3,60000,2,23.12,2,36586,0,18,,9,0,6300,31.3,13,0,0,1,1
886066,10650,10650, 60 months,19.42,278.74,E,E3,6 years,3,125000,3,18.12,0,35034,1,,118,6,1,4470,77.1,11,0,0,1,2
976084,7100,7100, 36 months,8.9,225.45,A,A5,< 1 year,1,120000,2,13.57,0,32964,1,35,,8,0,111638,82.2,17,0,0,1,2
977988,21000,21000, 60 months,19.91,555.33,E,E4,10+ years,1,110000,2,11.28,0,36100,1,30,100,11,1,10694,63.3,21,0,0,1,2
977812,18000,18000, 60 months,17.58,452.98,D,D4,6 years,2,65000,2,22.73,0,36586,3,,,13,0,20848,64.1,39,0,0,1,1
976913,35000,35000, 36 months,8.9,1111.37,A,A5,8 years,1,128000,2,7.54,0,36312,0,,,10,0,53262,66.9,27,0,0,1,2
976240,10000,10000, 36 months,7.51,311.11,A,A3,5 years,3,100000,3,10.2,0,36465,1,,,6,0,5134,59,29,0,0,1,2
977753,15000,15000, 60 months,13.49,345.08,C,C1,8 years,3,54000,2,23,0,33573,0,,117,10,1,9266,34.9,20,0,0,1,2
977732,18000,18000, 60 months,13.49,414.09,C,C1,3 years,1,60000,3,29.3,0,35462,1,,,14,0,16107,60.3,35,0,0,1,2
977741,4800,4800, 36 months,11.71,158.77,B,B3,10+ years,1,130900,3,8.73,1,31625,2,18,,10,0,22266,81.9,26,0,0,1,2
977773,3000,3000, 36 months,7.9,93.88,A,A4,3 years,2,16000,1,2.48,0,39295,0,,,5,0,682,13.4,6,0,0,1,2
977560,24000,24000, 36 months,9.91,773.4,B,B1,3 years,2,48000,3,16.48,0,39052,3,,,7,0,848,16,19,0,0,1,2
977707,3000,3000, 36 months,10.65,97.72,B,B2,10+ years,1,60000,1,0.5,1,31291,0,6,,3,0,102,9.3,27,0,0,1,2
977708,22000,22000, 60 months,12.69,497.09,B,B5,8 years,1,50000,3,27.96,1,26207,0,15,,14,0,35238,65.4,31,0,0,1,2
977699,20000,20000, 60 months,11.71,441.97,B,B3,10+ years,2,63623,3,7.58,0,29952,1,29,,10,0,15317,14.2,23,0,0,1,2
977526,6500,6500, 36 months,13.49,220.55,C,C1,2 years,3,42000,3,13.43,0,39356,3,,,4,0,3033,46.7,7,0,0,1,2
976945,12000,12000, 36 months,11.71,396.92,B,B3,10+ years,3,42600,2,4.96,1,36039,0,5,,7,0,6426,32,11,0,0,1,2
977582,12725,12725, 36 months,12.42,425.21,B,B4,3 years,1,46800,3,5.46,0,38657,0,63,,4,0,5184,34.6,5,0,0,1,2
977518,35000,35000, 60 months,13.49,805.17,C,C1,6 years,1,200000,2,8.96,0,29677,1,31,,16,0,13727,34.8,49,0,0,1,2
976845,21000,21000, 36 months,8.9,666.82,A,A5,5 years,1,86000,3,8.47,0,36586,1,,,8,0,11143,33.5,17,0,0,1,2
977511,6000,6000, 36 months,15.96,210.83,C,C5,< 1 year,3,21300,2,10.54,0,39295,1,,,13,0,5635,70,17,0,0,1,2
977644,18000,18000, 60 months,13.49,414.09,C,C1,3 years,2,49200,2,24.12,0,31352,2,,,19,0,29948,72.7,36,0,0,1,2
977333,2400,2400, 36 months,10.65,78.18,B,B2,6 years,3,38400,1,18.16,2,37926,0,10,,7,0,3033,32.9,19,0,0,1,2
977637,6000,6000, 36 months,7.9,187.75,A,A4,4 years,1,76486.08,1,3.64,0,37834,0,,,8,0,9275,49.6,12,0,0,1,2
977612,12650,12650, 36 months,6.62,388.41,A,A2,6 years,3,60000,3,18.24,0,37043,0,,,4,0,351,53.9,16,0,0,1,2
977327,25975,25975, 60 months,17.27,649.33,D,D3,2 years,3,60240,3,22.55,0,33573,0,,,12,0,54893,76.4,32,0,0,1,2
977616,4500,4500, 36 months,12.42,150.37,B,B4,10+ years,3,62000,2,15.23,0,37316,0,,,7,0,7944,70.3,13,0,0,1,1
977465,12000,12000, 36 months,9.91,386.7,B,B1,8 years,1,70000,1,18.46,0,35735,2,,,10,0,8780,37.2,16,0,0,1,2
977611,24000,24000, 60 months,22.06,663.68,F,F4,4 years,1,68000,3,15.67,0,36586,1,,,10,0,26698,91.1,32,0,0,1,2
977595,14000,14000, 36 months,9.91,451.15,B,B1,n/a,2,31215.96,1,18.18,0,36342,1,,,13,0,15829,30.5,24,0,0,1,2
977431,18000,18000, 36 months,12.69,603.81,B,B5,3 years,1,85000,1,14.33,0,36708,2,50,,7,0,15732,66.9,30,0,0,1,1
977591,6300,6300, 36 months,10.65,205.22,B,B2,5 years,3,83000,3,9.57,0,38384,2,75,109,5,1,5280,57.4,6,0,0,1,2
977426,12000,12000, 60 months,13.49,276.06,C,C1,2 years,3,32400,1,16.22,0,37408,1,,,8,0,8347,48.2,15,0,0,1,1
971965,30000,30000, 60 months,13.49,690.15,C,C1,10+ years,2,115000,3,5.06,0,30376,2,,,7,0,14453,54.5,23,0,0,1,2
977383,14275,14275, 60 months,20.3,380.59,E,E5,6 years,1,54000,3,19.31,0,36192,2,,85,10,1,11619,81.8,20,0,0,1,2
877992,5600,5600, 36 months,11.71,185.23,B,B3,6 years,1,45000,2,22.29,0,35370,0,,,16,0,20845,53,31,0,0,1,2
977147,8000,8000, 36 months,16.29,282.41,D,D1,1 year,3,120000,1,17.63,1,32356,0,17,,15,0,3085,23.7,47,0,0,1,2
977313,9600,9600, 36 months,14.27,329.37,C,C2,1 year,3,25000,1,14.5,1,38565,0,17,,3,0,5713,40.8,6,0,0,1,2
977294,12000,12000, 60 months,22.35,333.82,F,F5,4 years,1,86729.5,3,23,0,36586,0,67,76,12,1,17760,99.2,17,0,0,1,2
974297,28000,28000, 36 months,8.9,889.09,A,A5,6 years,1,120000,3,4.95,0,30651,0,,,6,0,34525,78.5,24,0,0,1,2
882438,7000,7000, 36 months,6.03,213.05,A,A1,4 years,1,41000,2,18.76,0,37288,0,,,9,0,6104,13.1,18,0,0,1,2
977120,29000,29000, 36 months,12.69,972.81,B,B5,3 years,3,81300,3,21.77,0,38261,0,,,13,0,26088,32.7,27,0,0,1,2
977264,8400,8400, 36 months,9.91,270.69,B,B1,7 years,3,37000,3,24.62,0,37165,0,,,9,0,8822,63.5,15,0,0,1,2
976700,14825,14825, 36 months,6.03,451.21,A,A1,3 years,1,86625,1,13.94,0,36069,0,,,9,0,15679,43.6,23,0,0,1,2
972015,10000,10000, 36 months,8.9,317.54,A,A5,5 years,3,36996,3,18.46,0,38078,2,,,4,0,4527,68.6,14,0,0,1,2
977053,12600,12600, 36 months,10.65,410.43,B,B2,9 years,3,74000,2,15.63,0,37895,0,,,6,0,12666,78.2,11,0,0,1,2
875393,20000,20000, 60 months,10.65,431.37,B,B2,4 years,1,69000,3,16.35,0,31107,0,33,,20,0,21624,18.6,50,0,0,1,2
977252,31400,31400, 36 months,14.27,1077.3,C,C2,10+ years,1,250000,3,7.86,0,36100,1,,34,11,2,2035,14.5,26,0,0,1,2
977249,8000,8000, 36 months,7.9,250.33,A,A4,< 1 year,3,34000,3,16.06,0,37834,0,32,,5,0,756,2.6,8,0,0,1,2
977241,11000,11000, 60 months,17.27,274.98,D,D3,2 years,3,48000,2,11.97,0,37895,0,,,5,0,7184,69.1,10,0,0,1,2
975902,12000,12000, 36 months,6.03,365.23,A,A1,< 1 year,3,90000,2,5.52,0,34700,0,47,,8,0,2459,44.7,15,0,0,1,2
977232,13700,13700, 60 months,18.64,352.68,E,E1,n/a,1,46000,2,5.09,0,33025,2,,,3,0,9919,62,5,0,0,1,2
977217,7250,7250, 36 months,10.65,236.16,B,B2,1 year,3,62467,2,14.08,0,37135,0,38,,13,0,8832,46.2,19,0,0,1,2
977211,8500,8500, 36 months,12.42,284.03,B,B4,3 years,1,62400,3,8.94,1,37104,0,22,,5,0,3955,98.9,11,0,0,1,1
977057,5000,5000, 36 months,8.9,158.77,A,A5,< 1 year,3,28800,3,18.54,0,36831,2,,,7,0,10789,46.9,15,0,0,1,2
977204,20000,20000, 60 months,11.71,441.97,B,B3,n/a,2,40000,2,18.33,0,28004,0,,,7,0,2376,3.6,23,0,0,1,2
970938,7200,7200, 36 months,11.71,238.15,B,B3,7 years,1,58000,1,7.82,0,38322,0,,,10,0,13512,45.8,16,0,0,1,2
974970,12000,12000, 36 months,7.51,373.33,A,A3,10+ years,1,82000,1,14.36,0,35339,1,,,13,0,11051,30.1,34,0,0,1,2
976952,18000,18000, 60 months,18.25,459.54,D,D5,9 years,3,60000,3,23,0,36434,0,,,10,0,17976,92.7,20,0,0,1,2
976164,21250,21250, 60 months,24.11,612.68,G,G5,5 years,3,80000,3,22.59,0,37895,0,,,15,0,16687,98.2,24,0,0,1,1
976761,2200,2200, 36 months,12.42,73.52,B,B4,10+ years,1,65000,2,6.35,0,36008,0,29,,5,0,12104,79.6,19,0,0,1,2
976906,35000,35000, 60 months,23.13,989.29,G,G2,8 years,1,100000,3,7.82,1,34700,2,2,,13,0,16676,91.6,49,0,0,1,2
976747,16000,16000, 60 months,13.49,368.08,C,C1,10+ years,3,33000,1,18.36,0,36069,1,28,,6,0,4218,33.5,21,0,0,1,1
973024,16000,16000, 60 months,16.29,391.56,D,D1,10+ years,1,66000,3,28.53,0,34486,6,,,7,0,39632,92.4,22,0,0,1,1
976878,4200,4200, 36 months,14.27,144.1,C,C2,2 years,3,36000,1,14.3,0,36678,0,56,,5,0,2186,99.4,18,0,0,1,2
976873,2000,2000, 36 months,10.65,65.15,B,B2,n/a,3,12000,2,14.1,0,34090,1,42,102,9,1,2357,34.2,15,0,0,1,2
976866,4000,4000, 36 months,13.49,135.73,C,C1,4 years,3,75000,1,13.41,0,34578,1,52,,13,0,1839,68.1,30,0,0,1,2
976704,10000,10000, 36 months,7.51,311.11,A,A3,1 year,3,50000,3,27.36,0,30407,1,,,8,0,16459,23,9,0,0,1,2
976712,14400,14400, 60 months,16.77,356.1,D,D2,5 years,3,73000,3,16.54,0,38961,1,,,8,0,5890,29.7,12,0,0,1,2
970232,14000,14000, 60 months,18.64,360.41,E,E1,1 year,3,39996,3,23.64,0,37377,1,,,12,0,16956,64.2,18,0,0,1,2
976841,12000,12000, 36 months,6.62,368.45,A,A2,2 years,3,40800,3,9.44,0,38808,0,,,6,0,6744,22.1,10,0,0,1,2
976811,9600,9600, 36 months,7.9,300.39,A,A4,4 years,3,60000,1,20.56,0,32568,0,,,8,0,33357,90.6,19,0,0,1,2
973622,18825,18825, 36 months,7.9,589.04,A,A4,5 years,3,42000,1,22.74,0,36008,0,,,7,0,22121,55.4,22,0,0,1,2
882784,11500,11500, 36 months,6.03,350.01,A,A1,10+ years,2,60000,1,7.26,0,36251,0,,,7,0,1923,7.2,24,0,0,1,2
973629,5500,5500, 36 months,7.9,172.1,A,A4,1 year,3,25200,2,25.48,0,36982,0,70,,5,0,5845,89.9,18,0,0,1,2
976629,19075,19075, 60 months,13.49,438.82,C,C1,10+ years,1,82776,3,14.08,0,33178,1,47,,11,0,41170,50,48,0,0,1,2
867360,9000,9000, 36 months,6.03,273.92,A,A1,8 years,1,77000,1,9.86,0,36251,1,,,11,0,10526,19.7,27,0,0,1,2
976782,24000,24000, 60 months,14.65,566.56,C,C3,10+ years,1,100000,3,18.85,0,36161,3,,,6,0,15293,71.8,29,0,0,1,1
976611,1000,1000, 36 months,7.51,31.12,A,A3,< 1 year,3,30000,2,0.6,0,28216,1,,,4,0,504,18,5,0,0,1,2
976592,2400,2400, 36 months,17.58,86.27,D,D4,10+ years,1,31200,2,6.31,1,34578,2,23,,4,0,5112,98.3,7,0,0,1,1
976762,3500,3500, 36 months,12.69,117.41,B,B5,10+ years,3,47496,3,21.15,0,34274,0,34,,7,0,3482,82.9,20,0,0,1,2
974904,7000,7000, 36 months,8.9,222.28,A,A5,< 1 year,3,30000,2,18,0,37408,0,,,10,0,7207,70,19,0,0,1,2
976542,3600,3600, 36 months,7.9,112.65,A,A4,< 1 year,3,14400,2,10.08,0,38930,0,,,14,0,2399,68.5,22,0,0,1,2
976502,5500,5500, 36 months,11.71,181.92,B,B3,1 year,3,18000,2,20.43,0,35247,3,,,7,0,7015,53.1,7,0,0,1,1
976344,6000,6000, 36 months,7.51,186.67,A,A3,10+ years,1,57600,1,2.52,0,34090,0,,,4,0,1442,8.7,18,0,0,1,2
974355,30000,30000, 60 months,20.3,799.84,E,E5,10+ years,2,414996,3,4.72,0,34516,0,,,8,0,56569,88.1,20,0,0,1,2
976345,1550,1550, 36 months,15.27,53.94,C,C4,n/a,3,12732,3,8.86,0,39692,3,,,5,0,1902,48.8,6,0,0,1,1
973462,9600,9600, 36 months,6.62,294.76,A,A2,< 1 year,1,54000,1,22.27,0,35704,3,,,14,0,6398,7.3,34,0,0,1,2
974819,2700,2700, 36 months,14.27,92.64,C,C2,5 years,1,88500,1,11.32,1,35704,1,22,,11,0,28356,88.3,25,0,0,1,2
868126,5600,5600, 36 months,12.42,187.13,B,B4,1 year,1,60000,1,19.78,2,35612,0,2,,9,0,37866,45,22,0,0,1,2
976283,2500,2500, 36 months,6.03,76.09,A,A1,n/a,2,33000,1,15.56,0,29434,0,,,6,0,5739,9.3,9,0,0,1,2
976384,8600,8600, 36 months,19.42,317.08,E,E3,10+ years,1,59774,2,5.72,1,35370,0,3,,3,0,6152,99.2,13,0,0,1,2
976282,8000,8000, 36 months,7.51,248.89,A,A3,2 years,3,52500,2,4.53,0,36861,2,,,5,0,3053,23.5,22,0,0,1,2
976284,7000,7000, 36 months,7.49,217.72,A,A4,< 1 year,1,120000,3,20.53,0,37012,0,,,14,0,53727,20.4,22,0,0,1,2
893446,24000,24000, 60 months,12.42,538.98,B,B4,10+ years,1,60000,3,27.52,0,36770,3,,,9,0,9874,24.1,28,0,0,1,2
976229,2800,2800, 36 months,9.91,90.23,B,B1,10+ years,2,95004,1,3.5,0,36069,0,81,,9,0,12058,36.9,21,0,0,1,2
976145,18000,18000, 36 months,10.65,586.32,B,B2,3 years,3,82500,2,8.1,0,37104,0,,,13,0,16161,36.4,17,0,0,1,1
976180,5000,5000, 36 months,7.51,155.56,A,A3,1 year,3,39996,1,14.73,0,36465,1,,,11,0,8604,61.5,30,0,0,1,2
973049,6600,6600, 36 months,7.51,205.34,A,A3,10+ years,1,95000,3,27.74,0,33178,0,,,14,0,61798,72.5,47,0,0,1,2
976110,2400,2400, 36 months,9.91,77.34,B,B1,< 1 year,2,19200,2,19.94,0,36526,2,,,6,0,5082,21.6,8,0,0,1,2
976108,7000,7000, 36 months,14.27,240.17,C,C2,3 years,3,33198,1,4.66,0,39234,0,,,3,0,4444,83.8,4,0,0,1,1
973931,12500,12500, 36 months,6.03,380.45,A,A1,5 years,1,65004,1,12.48,0,33390,0,,,10,0,13682,46.1,18,0,0,1,2
975937,2400,2400, 36 months,8.9,76.21,A,A5,3 years,1,38769.12,1,9.19,0,37681,0,,,5,0,2729,68.2,15,0,0,1,2
976075,18000,18000, 36 months,7.9,563.23,A,A4,5 years,1,89204.4,3,11.1,1,36404,0,23,,6,0,17852,66,18,0,0,1,2
975059,12000,12000, 36 months,16.29,423.61,D,D1,10+ years,1,300000,3,17.36,0,29983,0,39,,19,0,90746,94.5,55,0,0,1,2
976079,3000,3000, 36 months,14.65,103.49,C,C3,2 years,3,125000,1,18.84,0,36586,1,,,18,0,19982,79.3,40,0,0,1,2
976067,1000,1000, 36 months,14.27,34.31,C,C2,5 years,1,82000,2,12.26,0,36526,1,31,,5,0,1247,36.7,24,0,0,1,2
976073,4000,4000, 36 months,16.29,141.21,D,D1,5 years,2,36000,2,20.83,0,36923,2,83,,4,0,364,72.8,9,0,0,1,2
975903,3625,3625, 36 months,7.9,113.43,A,A4,2 years,3,54000,2,24.6,0,37773,0,,,7,0,9260,64.8,22,0,0,1,2
894260,3600,3600, 36 months,11.71,119.08,B,B3,3 years,3,20000,1,18.48,0,38596,0,,,3,0,12955,86.9,6,0,0,1,2
974958,10950,10950, 36 months,7.51,340.67,A,A3,10+ years,1,48000,3,25.1,0,33543,1,,,10,0,35265,67.6,32,0,0,1,2
975109,14400,14400, 60 months,20.3,383.92,E,E5,n/a,1,54000,3,13.13,0,37773,1,41,,21,0,11356,42.1,33,0,0,1,1
976028,10000,10000, 36 months,19.03,366.72,E,E2,< 1 year,3,26400,2,7.5,0,39508,1,,,3,0,6051,82.9,9,0,0,1,2
976025,24000,24000, 60 months,11.71,530.36,B,B3,1 year,1,140000,3,16.71,0,36739,0,,,7,0,9720,81,25,0,0,1,1
847629,5000,5000, 36 months,6.03,152.18,A,A1,< 1 year,1,48000,1,4.88,0,37073,0,,,7,0,167,1.3,22,0,0,1,2
976022,1000,1000, 36 months,6.62,30.71,A,A2,10+ years,2,38400,2,7.03,0,33025,1,,,14,0,5500,22.7,56,0,0,1,2
975846,2500,2500, 36 months,14.27,85.78,C,C2,< 1 year,2,40000,2,15.84,0,34639,1,,111,7,1,6048,90.3,24,0,0,1,2
975843,5000,5000, 36 months,7.9,156.46,A,A4,5 years,3,26400,1,4.41,0,36586,0,,,4,0,2923,34.4,4,0,0,1,2
976009,10000,10000, 36 months,12.42,334.16,B,B4,2 years,3,55000,2,11.91,0,38443,0,36,,14,0,7118,38.1,21,0,0,1,2
876147,10000,10000, 60 months,10.65,215.69,B,B2,3 years,3,60000,1,24.34,0,35827,2,,,9,0,9408,47.5,28,0,0,1,1
976016,15000,15000, 36 months,15.27,521.97,C,C4,6 years,3,185000,2,7.85,0,37226,1,,,17,0,8962,70,33,0,0,1,2
975995,6000,6000, 36 months,7.51,186.67,A,A3,6 years,1,75000,2,8.74,0,36069,2,,,7,0,24391,75.5,18,0,0,1,2
975798,9000,9000, 36 months,14.65,310.45,C,C3,< 1 year,3,115000,2,1.37,0,38657,1,,,5,0,6544,57.9,7,0,0,1,1
975807,5000,5000, 36 months,14.65,172.48,C,C3,3 years,3,38400,2,17.41,0,35431,1,,,7,0,4388,95.7,19,0,0,1,2
975797,20000,20000, 60 months,17.27,499.96,D,D3,2 years,3,67500,3,11.84,0,35977,2,,,21,0,19189,87,36,0,0,1,2
975796,10400,10400, 60 months,21.67,285.29,F,F3,2 years,1,90000,3,0.77,3,36586,0,18,,4,0,672,32,33,0,0,1,1
974941,15000,15000, 36 months,12.69,503.18,B,B5,4 years,3,150000,2,4.73,0,38534,2,26,,18,0,6135,14.6,21,0,0,1,1
975150,3000,3000, 36 months,6.03,91.31,A,A1,10+ years,1,42000,1,14.26,0,35735,3,40,,13,0,2993,8.1,39,0,0,1,2
975968,4000,4000, 36 months,6.62,122.82,A,A2,5 years,1,97000,2,8.67,0,32964,2,,,6,0,1500,34.9,22,0,0,1,2
975146,2000,2000, 36 months,11.71,66.16,B,B3,2 years,3,30000,1,16.12,0,35521,0,,,5,0,18608,75.3,8,0,0,1,1
975766,3600,3600, 36 months,7.9,112.65,A,A4,4 years,3,60000,3,4.4,0,32417,0,30,,4,0,4794,48.9,12,0,0,1,2
975133,20000,20000, 60 months,17.58,503.32,D,D4,10+ years,3,66397.44,3,16.36,0,34578,0,37,,9,0,12671,67.4,23,0,0,1,2
975134,13600,13600, 36 months,6.03,413.93,A,A1,5 years,3,85000,2,22.94,0,35339,1,,,10,0,16636,20.6,26,0,0,1,2
974952,3000,3000, 36 months,7.9,93.88,A,A4,10+ years,1,87000,1,18.03,0,36373,0,,,12,0,42383,53.1,25,0,0,1,1
816712,8250,8250, 36 months,7.51,256.67,A,A3,3 years,1,43000,1,28.05,0,36281,2,,,6,0,6288,86.1,14,0,0,1,2
974938,5500,5500, 36 months,13.49,186.62,C,C1,1 year,1,70000,2,1.34,0,35034,0,,,4,0,2497,99.9,5,0,0,1,2
890730,20000,20000, 36 months,9.91,644.5,B,B1,2 years,3,54000,2,12.04,0,36770,4,,,17,0,9750,34.2,37,0,0,1,2
975107,34475,34475, 60 months,14.27,807.01,C,C2,10+ years,3,73000,3,29.56,0,34820,3,,,19,0,9472,18.3,46,0,0,1,2
975058,5000,5000, 36 months,12.69,167.73,B,B5,5 years,1,100000,2,20.69,0,36251,1,,,12,0,60010,73.3,35,0,0,1,2
787977,10075,10075, 60 months,12.42,226.26,B,B4,< 1 year,2,25000,2,25.87,0,37226,0,,,8,0,1520,21.7,27,0,0,1,2
972738,23325,23325, 60 months,17.58,586.99,D,D4,8 years,1,48800,3,23.48,0,34851,3,,,16,0,15529,46.2,39,0,0,1,2
974862,32000,32000, 60 months,11.71,707.15,B,B3,10+ years,1,55000,3,23.65,0,35370,0,,,11,0,28560,40.7,23,0,0,1,2
974781,14000,14000, 60 months,7.9,283.2,A,A4,6 years,2,60000,1,9.04,0,36373,0,,,11,0,4251,10.8,50,0,0,1,2
974856,16000,16000, 36 months,13.49,542.89,C,C1,10+ years,1,122000,3,23.9,0,33970,0,,,19,0,44574,85.9,42,0,0,1,2
975001,3600,3600, 36 months,11.71,119.08,B,B3,2 years,2,20988,3,13.95,0,39387,1,,,9,0,1409,12.1,9,0,0,1,2
